TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
764,CUST6082,ACC25811,Savings,Withdrawal,Personal Loan,Firm B,West,Manager 2,19-04-2023,16108.34845,118008.68,0.38,668.00,147.00
765,CUST1569,ACC76699,Credit,Withdrawal,Home Loan,Firm A,East,Manager 4,24-05-2024,49735.74451,108530.99,0.73,685.00,166.00
766,CUST5609,ACC83269,Current,Transfer,Credit Card,Firm D,West,Manager 1,29-11-2023,9833.48507,83655.61,0.88,800.00,151.00
767,CUST1547,ACC48303,Savings,Transfer,Credit Card,Firm A,West,Manager 4,25-12-2023,56178.39936,117884.75,0.28,330.00,85.00
768,CUST8461,ACC32627,Savings,Deposit,Home Loan,Firm D,North,Manager 3,19-03-2024,70316.24395,122707.61,0.10,648.00,44.00
769,CUST1749,ACC29477,Current,Withdrawal,Credit Card,Firm A,North,Manager 2,26-07-2023,115702.8084,50193.67,0.17,813.00,209.00
770,CUST5428,ACC21719,Current,Payment,Home Loan,Firm E,Central,Manager 3,02-05-2023,14153.69009,48948.55,0.33,538.00,66.00
771,CUST4780,ACC34821,Current,Deposit,Home Loan,Firm E,East,Manager 1,22-03-2024,50348.01121,121363.94,0.59,809.00,75.00
772,CUST1609,ACC71426,Savings,Withdrawal,Mutual Fund,Firm C,North,Manager 1,03-03-2023,69499.85618,36542.25,0.25,723.00,48.00
773,CUST4625,ACC45907,Current,Withdrawal,Savings Account,Firm A,South,Manager 3,26-10-2023,20892.92643,64555.00,0.42,825.00,66.00
774,CUST3006,ACC42710,Credit,Withdrawal,Personal Loan,Firm D,North,Manager 2,22-05-2024,42486.85263,96525.07,0.55,350.00,18.00
775,CUST5253,ACC28295,Current,Withdrawal,Home Loan,Firm C,South,Manager 4,16-10-2023,41771.19868,21644.29,0.59,841.00,42.00
776,CUST6837,ACC46655,Current,Deposit,Mutual Fund,Firm E,West,Manager 2,16-06-2024,-29563.97803,49810.33,0.52,466.00,150.00
777,CUST4461,ACC67713,Credit,Transfer,Home Loan,Firm A,South,Manager 2,23-03-2024,7058.786322,124776.13,0.58,769.00,55.00
778,CUST1189,ACC77638,Loan,Payment,Credit Card,Firm C,North,Manager 1,02-12-2023,67716.57249,103658.96,0.94,390.00,10.00
779,CUST7730,ACC39161,Credit,Withdrawal,Home Loan,Firm A,East,Manager 4,29-01-2024,51771.21268,25389.74,0.55,528.00,104.00
780,CUST3378,ACC54589,Loan,Deposit,Mutual Fund,Firm B,Central,Manager 3,05-03-2023,83335.81336,89446.19,-0.05,381.00,29.00
781,CUST3315,ACC96868,Savings,Transfer,Credit Card,Firm E,North,Manager 1,14-04-2023,97281.25099,76278.20,0.50,428.00,150.00
782,CUST1555,ACC22036,Credit,Payment,Savings Account,Firm C,West,Manager 1,08-04-2023,8407.717148,43153.11,0.56,728.00,176.00
783,CUST6391,ACC50817,Loan,Withdrawal,Credit Card,Firm B,West,Manager 3,24-11-2023,47309.85032,105310.28,0.42,610.00,130.00
784,CUST5320,ACC69323,Credit,Withdrawal,Credit Card,Firm E,West,Manager 2,24-10-2023,21729.42164,71305.76,0.68,716.00,69.00
785,CUST1776,ACC51971,Credit,Transfer,Credit Card,Firm B,East,Manager 1,03-03-2023,41874.30318,21636.03,0.34,698.00,238.00
786,CUST4679,ACC11285,Loan,Withdrawal,Personal Loan,Firm B,South,Manager 1,24-05-2024,77545.88069,106139.58,0.51,699.00,75.00
787,CUST1121,ACC92558,Loan,Transfer,Mutual Fund,Firm E,Central,Manager 2,15-05-2024,48734.57565,36663.43,0.19,354.00,235.00
788,CUST9535,ACC49395,Current,Deposit,Credit Card,Firm D,East,Manager 4,17-06-2023,15946.36466,58586.09,0.65,357.00,110.00
789,CUST3762,ACC49140,Current,Deposit,Home Loan,Firm C,West,Manager 2,15-05-2023,80810.26311,81697.14,0.36,843.00,11.00
790,CUST3778,ACC11062,Credit,Transfer,Home Loan,Firm E,North,Manager 4,22-08-2023,103375.3442,51672.12,0.81,341.00,32.00
791,CUST1776,ACC13357,Current,Transfer,Credit Card,Firm B,North,Manager 1,30-12-2023,27122.59886,93391.10,0.36,507.00,229.00
792,CUST7098,ACC88449,Credit,Payment,Personal Loan,Firm E,South,Manager 1,28-03-2024,57645.31465,67248.48,1.00,438.00,171.00
793,CUST9420,ACC87602,Loan,Withdrawal,Credit Card,Firm B,North,Manager 3,01-10-2023,11911.99869,111999.21,0.46,694.00,54.00
794,CUST6350,ACC32627,Savings,Deposit,Savings Account,Firm B,South,Manager 3,06-06-2023,-8741.340457,51354.60,0.80,734.00,26.00
795,CUST8288,ACC50817,Savings,Deposit,Credit Card,Firm A,East,Manager 4,20-10-2023,50251.14555,78474.07,0.80,381.00,147.00
796,CUST1376,ACC28612,Current,Payment,Home Loan,Firm A,West,Manager 2,02-04-2023,5888.075883,59561.54,0.44,665.00,67.00
797,CUST6029,ACC35419,Credit,Withdrawal,Credit Card,Firm A,East,Manager 4,28-11-2023,13670.6379,84765.89,0.48,776.00,64.00
798,CUST6082,ACC11285,Savings,Transfer,Mutual Fund,Firm D,Central,Manager 2,02-06-2024,80884.54137,119532.12,0.61,396.00,193.00
799,CUST1114,ACC29477,Current,Withdrawal,Home Loan,Firm D,North,Manager 4,06-11-2024,66885.11528,63060.59,-0.01,707.00,29.00
800,CUST4884,ACC57700,Credit,Deposit,Mutual Fund,Firm E,North,Manager 2,21-03-2024,53133.10495,5286.85,0.26,707.00,183.00
801,CUST3306,ACC55729,Credit,Withdrawal,Personal Loan,Firm D,North,Manager 2,29-05-2023,42566.35478,27723.11,0.88,748.00,170.00
802,CUST1913,ACC29477,Loan,Deposit,Savings Account,Firm A,Central,Manager 3,01-10-2023,46529.7813,112426.54,0.71,757.00,188.00
